name,price,ram_gb,ssd_gb,screen_size_inch,processor_brand
Asus ROG Zephyrus G16 GU605MV-CO471...,174990,16,0,16.0,Intel
Dell Latitude 14 3420 (P144G201) La...,29924,8,512,14.0,Intel
Lenovo Yoga 7 14AHP9 (83DK009LIN) L...,92190,16,0,14.0,AMD
HP Omen 16-wf1150TX (B1UV6PA) Lapto...,118000,16,0,16.1,Intel
Apple MacBook Pro M4 MX2F3HN/A Ultr...,229990,24,0,14.2,Apple
MSI Modern 15 B7M-428IN Laptop (AMD...,38990,8,512,15.6,AMD
Gigabyte G5 MF5-52IN353SH Laptop (C...,74989,16,512,15.6,Intel
Asus Vivobook 16X K3605ZC-RP628WS L...,69990,16,512,16.0,Intel
Asus VivoBook S15 OLED S5507QA-MA55...,79990,16,0,15.6,Other
MSI Sword 16 HX B13VFKG-652IN Lapto...,124990,32,0,16.0,Intel
Asus TUF Gaming A15 FA506NCR-HN075W...,69990,16,512,15.6,AMD
Asus VivoBook S14 OLED M5406WA-PP96...,114990,24,512,14.0,AMD
Asus TUF Gaming A14 FA401UU-RG033WS...,129990,16,0,14.0,AMD
Dell Inspiron 15 (IN3520CM22P001ORB...,47790,8,512,15.0,Intel
Microsoft Surface 7 (ZGP-00059) Lap...,150990,16,512,13.8,Other
Lenovo IdeaPad Slim 5 14IMH9 (83DA0...,69990,16,512,14.0,Intel
HP Pavilion 15-EH3101AU (840G5PA) L...,53000,16,512,15.6,AMD
Asus VivoBook 15 X1504VA-NJ322WS La...,35990,8,512,15.6,Intel
Lenovo V15 (82KBA033IH) Laptop (Cor...,30900,8,512,15.6,Intel
Asus Zenbook 14X OLED Space Edition...,149990,32,0,14.0,Intel
Lenovo ThinkBook 14s Yoga (20WEA01G...,64990,8,512,14.0,Intel
Dell Inspiron 15 3505 (D560392WIN9B...,35871,8,256,15.6,AMD
Asus ROG Strix G531GT-AL271T Laptop...,71990,8,0,15.6,Intel
Asus VivoBook 15 X512FL-EJ205T Ultr...,65990,8,512,15.6,Intel
HP 15-bs545tu (2EY87PA) Laptop (Pen...,23490,4,0,15.6,Intel
Acer Swift 3 SF315-52G (NX.GZASI.00...,64990,8,0,15.6,Intel
HP 15q-bu040tu (4TS72PA) Laptop (Co...,28990,4,0,15.6,Intel
Dell Inspiron 15 3567 (A561222SIN9)...,34990,4,0,15.6,Intel
Acer Aspire 5 A515-51 (UN.GSZSI.005...,34990,4,0,15.6,Intel
Lenovo Ideapad 320 (80XH01HAIN) Lap...,31990,4,0,15.6,Intel
Asus Vivobook S410UA-EB606T Laptop ...,44990,8,0,14.0,Intel
HP OmniBook 5 16-AG1048AU (BH4K2PA)...,83990,16,512,16.0,AMD
Lenovo Yoga Slim 7 14AKP10 (83JY000...,110990,32,0,14.0,AMD
Asus VivoBook S14 OLED S5406SA-QD09...,99990,16,512,14.0,Intel
Asus VivoBook 14 X1404VA-NK804WS La...,46990,8,512,14.0,Intel
Lenovo IdeaPad 5 14IRH9 (83KX0059IN...,67990,16,512,14.0,Intel
Dell Inspiron 15 3520 (IN3520KMJ5V0...,50990,16,512,15.6,Intel
Apple MacBook Air M3 MC9E4HN/A Ultr...,118990,16,256,15.3,Apple
Acer Aspire 3 A324-53 (UN.34RSI.009...,33990,16,512,14.0,Intel
Asus Vivobook S15 K5504VAB-BN416WS ...,69990,16,512,15.6,Intel
Apple MacBook Pro M4 MX2U3HN/A Ultr...,279990,48,512,16.2,Apple
Apple MacBook Pro M4 MX2E3HN/A Ultr...,191990,24,512,14.2,Apple
Apple MacBook Pro M4 MW2V3HN/A Ultr...,182990,16,0,14.2,Apple
Apple MacBook Pro M4 MW2W3HN/A Ultr...,162990,16,512,14.2,Apple
Lenovo IdeaPad 3 15IAU7 (82RK011FIN...,62020,16,512,15.6,Intel
Dell Inspiron 16 5630 (IN5630MV7F40...,109990,16,0,16.0,Intel
MSI Sword 16 HX B13VFKG-653IN Lapto...,107990,16,0,16.0,Intel
HP 245 G9 (8M397PA) Laptop (AMD Hex...,33990,8,512,14.0,AMD
Dell G15 5530 (OGN5530110601RIN) La...,77490,16,0,15.6,Intel
Asus TUF Gaming A16 FA617NSR-RL083W...,79990,16,512,16.0,AMD
HP Omen 16-wd0011TX (A1NW1PA) Lapto...,92750,16,0,16.1,Intel
Lenovo IdeaPad 3 14IAU7 (82RJ00FFIN...,37790,16,512,14.0,Intel
Asus VivoBook S15 OLED S5506MA-MA75...,96990,16,0,15.6,Intel
Dell XPS 15 9530 (XN95300UCFGM03CRS...,257454,16,0,15.6,Intel
Infinix Zero Book Ultra AI PC ZL514...,64990,16,512,15.6,Intel
Microsoft Surface 7 (ZHG-00023) Lap...,133051,16,256,15.0,Other
Microsoft Surface Pro 11 (ZHX-00014...,113990,16,256,13.8,Other
Acer Aspire 5 A515-58M (NX.KHFSI.00...,47990,16,512,15.6,Intel
Asus VivoBook Pro 15 M6500QC-HN542W...,65990,16,512,15.6,AMD
Lenovo Ideapad Slim 3i (82C1002EHA)...,17500,4,64,14.0,Intel
Lenovo Ideapad Gaming 3 15ACH6 (82K...,79990,8,512,15.6,AMD
HP Pavilion x360 14-dy1049TU (67G62...,73900,16,512,14.0,Intel
HP Omen 16-C0138AX (4A3E3PA) Laptop...,99990,16,512,16.1,AMD
Asus Chromebook C423NA-EC0521 Lapto...,16806,4,64,14.0,Intel
HP Pavilion x360 14-dy0003TU (3W2A5...,78478,8,512,14.0,Intel
HP Pavilion Gaming 15-ec2076AX (471...,92490,16,512,15.6,AMD
Asus VivoBook 15 X515JF-BQ521T Lapt...,41999,8,512,15.6,Intel
Lenovo Ideapad (81WA00GLIN) Laptop ...,33490,8,256,14.0,Intel
Lenovo Ideapad Gaming 15ARH05 (82EY...,69999,8,0,15.6,AMD
HP Pavilion 14-dv0055TU (2N1L1PA) L...,71990,16,512,14.0,Intel
HP 250 G8 (3D4T7PA) Laptop (Core i3...,30990,4,512,15.6,Intel
Asus VivoBook Flip 14 TP470EA-EC301...,62990,8,256,14.0,Intel
Asus VivoBook 15 X515EA-EJ312TS Lap...,51990,8,256,15.6,Intel
Asus VivoBook S14 S433EA-AM701TS La...,77635,8,512,14.0,Intel
Lenovo Ideapad Flex 5 (81X200FCIN) ...,56990,8,512,14.0,AMD
Asus ZenBook 13 UX333FA-A5821TS Lap...,98990,8,512,13.3,Intel
HP Pavilion TouchSmart 14 x360-14-d...,44441,4,256,14.0,Intel
Apple MacBook Pro MUHQ2HN/A Ultrabo...,97040,8,128,13.3,Intel
Avita NS12T5IN001P Laptop (Celeron ...,15871,4,64,12.5,Intel
Lenovo Ideapad 330 (81DC00YEIN) Lap...,28990,4,0,15.6,Intel
Acer Aspire E5-576-31 (NX.GRSSI.001...,31996,4,0,15.6,Intel
Acer Swift 3 SF315-51-50B5 (NX.GSKS...,50990,8,0,15.6,Intel
HP 15-bs615tu (3EJ43PA) Laptop (Cor...,30990,4,0,15.6,Intel
Dell Inspiron 15 5578 (A564106SIN9)...,43058,4,0,15.6,Intel
HP 15q-bu039tu (4TS70PA) Laptop (Co...,35616,4,0,15.6,Intel
HP 15q-bu008tx (2TZ24PA) Laptop (Co...,32990,4,0,15.6,Intel
Acer Aspire A515-51G (NX.GUGSI.001)...,57999,8,0,15.6,Intel
Asus Vivobook Max X541UJ-GO459 Lapt...,32639,4,0,15.6,Intel
HP 15Q-by008AU (4FV83PA) Laptop (AM...,24990,4,0,15.6,AMD
Asus Vivobook S410UA-EB267T Laptop ...,64490,8,0,14.0,Intel
Asus ROG Zephyrus G14 GA403WR-QS123...,279990,32,0,14.0,AMD
HP OmniBook X Flip 14-fm0026TU (B91...,120990,16,512,14.0,Intel
Asus Zenbook S 16 OLED UM5606KA-RJ1...,149990,24,0,16.0,AMD
Asus Zenbook S 16 OLED UM5606KA-RJ1...,149990,24,0,16.0,AMD
Asus TUF Gaming F16 FX607VB-RL087WS...,70990,16,512,16.0,Intel
Lenovo LOQ 15IRX9 (83DV00X4IN) Lapt...,87490,16,512,15.6,Intel
Asus ProArt PZ13 OLED HT5306QA-LX40...,123905,16,0,13.3,Other
Asus Vivobook 14 Flip OLED TP3407SA...,108990,16,512,14.0,Intel
Asus VivoBook 16 X1605VA-MB1628WS L...,65990,16,512,16.0,Intel
Lenovo Legion Slim 5 16AHP9 Gen 9 (...,142490,16,0,16.0,AMD
Asus Vivobook Go 15 E510KA-EJ9011WS...,26990,8,512,15.6,Intel
Apple MacBook Air M3 MC9H4HN/A Ultr...,159990,24,512,15.3,Apple
Lenovo IdeaPad Pro 5 14IMH9 (83D200...,109199,32,0,14.0,Intel
Dell Vostro 3530 (VN3530XR6N1002ORG...,37490,8,512,15.6,Intel
Dell Vostro 3520 (VN35200F59D001OSG...,49990,8,512,15.6,Intel
HP Victus 15-fa1372TX (A3RE5PA) Lap...,55990,8,512,15.6,Intel
Lenovo Yoga Pro 7 14ASP9 Gen 9 (83H...,127990,32,0,14.5,AMD
Lenovo LOQ 15IAX9 (83GS00LNIN) Lapt...,68490,16,512,15.6,Intel
HP Victus 15-fb0158AX Laptop (AMD H...,53700,8,512,15.6,AMD
Lenovo Yoga Slim 7 Aura Edition 15I...,147990,32,0,15.3,Intel
Lenovo IdeaPad Slim 3 14IRH8 (83EL0...,58400,16,512,14.0,Intel
Dell Inspiron 14 5440 (OIN544034050...,70100,16,0,14.0,Intel
Lenovo IdeaPad Slim 3 15ABR8 (82XM0...,42900,8,512,15.6,AMD
Apple MacBook Pro M4 MCX04HN/A Ultr...,201990,24,0,14.2,Apple
Apple MacBook Pro M4 MW2X3HN/A Ultr...,182990,16,0,14.2,Apple
Apple MacBook Air M3 MC8P4HN/A Ultr...,136990,24,512,13.6,Apple
HP 245 G10 (B0WM2PT) Laptop (AMD Qu...,35990,8,512,14.0,AMD
HP 15-fc1004AU (AK6C7PA) Laptop (AM...,42990,8,512,15.6,AMD
Dell Inspiron 14 5441 (OIN544110010...,81889,16,512,14.0,Other
Lenovo IdeaPad Slim 3 14AMN8 (82XN0...,40190,8,0,14.0,AMD
Samsung Galaxy Book 4 Pro 360 NP960...,179990,16,0,16.0,Intel
Lenovo Yoga 7 14IRL8 (82YL00AYIN) L...,86190,16,512,14.0,Intel
Dell Inspiron 14 7440 (OIC744013450...,74850,16,512,14.0,Intel
HP 15-fd0112TU (A47CZPA) Laptop (Co...,54990,8,0,15.6,Intel
Asus Vivobook Go 15 OLED E1504FAB-L...,50962,16,512,15.6,AMD
HP 240 G9 (6S6U4EA) Laptop (Core i7...,65990,16,512,14.0,Intel
Lenovo ThinkPad E14 Gen 5 (21JRS0H2...,54000,16,0,14.0,AMD
Infinix INBook Y3 Max YL613 (710083...,39990,16,512,16.0,Intel
Asus TUF Gaming A15 FA507UV-LP137WS...,124990,16,0,15.6,AMD
MSI GF63 Thin 12VE-070IN Laptop (Co...,74999,16,512,15.6,Intel
Samsung Galaxy Book 4 Pro NP940XGK-...,139990,16,512,14.0,Intel
Samsung Galaxy Book 4 Pro NP940XGK-...,102999,16,512,14.0,Intel
Asus TUF Gaming A14 FA401WV-RG037WS...,178590,32,0,14.0,AMD
Asus VivoBook S14 OLED M5406WA-PP96...,114990,24,512,14.0,AMD
HP Victus 15-fb0135AX (87B81PA) Lap...,55490,8,512,15.6,AMD
HP 14-gr0001TU (A47CWPA) Laptop (Co...,63175,16,512,14.0,Intel
Thomson Neo 15 IN-N15I512-16GR512 L...,31330,16,512,15.6,Intel
Thomson Neo IN-N14C4SL128 Laptop (I...,12990,4,128,14.1,Intel
MSI Modern 15 B12MO-1008IN Laptop (...,31990,8,512,15.6,Intel
Acer Aspire Lite AL15-52 (UN.33XSI....,46990,16,0,15.6,Intel
Microsoft Surface 7 (ZGM-00023) Lap...,131990,16,512,13.8,Other
Asus VivoBook S15 OLED S5507QAD-MA7...,88990,16,0,15.6,Other
MSI Modern 14 C12MO-1211IN Laptop (...,44500,16,512,14.0,Intel
HP Omnibook X 14-fe0121QU (A99B8PA)...,120499,16,0,14.0,Other
Acer Swift Go 14 SFG14-73T (NX.KSMS...,91190,16,0,14.0,Intel
Samsung Galaxy Book 4 Pro 360 NP960...,159999,16,0,16.0,Intel
Samsung Galaxy Book 4 Pro NP940XGK-...,121799,16,512,14.0,Intel
HP Omen 16-wf0055TX (834T9PA) Lapto...,146990,16,512,16.1,Intel
Dell G15-5530 (GN5530D83M6002ORB1) ...,71999,16,512,15.6,Intel
Dell G15-5525 (D560817WIN9B) Laptop...,62000,8,512,15.6,AMD
Asus Zenbook 14 Flip OLED UN5401QA-...,91990,16,512,14.0,AMD
Lenovo Ideapad Gaming 3 15IMH05 (81...,73990,8,512,15.6,Intel
Asus TUF FX706HCB-HX162T Laptop (Co...,71990,8,512,17.3,Intel
Lenovo Ideapad Slim 3i 15IML05 (81W...,46366,8,512,15.6,Intel
HP Pavilion x360 14-dy0050TU (3W295...,84990,16,512,14.0,Intel
Asus ROG Strix G15 G513QM-HF318TS L...,129999,16,0,15.6,AMD
Asus Zenbook 14 UX435EG-AI501TS Lap...,67500,8,512,14.0,Intel
HP 15s-fr2005tu (2N8P8PA) Laptop (C...,54990,8,0,15.6,Intel
Lenovo ThinkBook (20SLA047IH) Lapto...,36990,4,0,14.0,Intel
Lenovo Legion 5i (82AU00KLIN) Lapto...,71799,8,512,15.6,Intel
Asus VivoBook Gaming F571LI-AL146T ...,78999,8,0,15.6,Intel
HP 14s-DR1010TU (227U3PA) Laptop (C...,72990,8,512,14.0,Intel
Lenovo Ideapad Slim 3i (81WE007YIN)...,42990,4,0,15.6,Intel
HP Pavilion Gaming 15-ec0098ax (2Z3...,49990,8,0,15.6,AMD
Dell Inspiron 15 3593 (C560512WIN9)...,50990,4,0,15.6,Intel
Acer Predator Triton 700 PT715-51 (...,99990,16,0,15.6,Intel
Acer Nitro 5 AN517-51 (NH.Q5CSI.003...,74990,8,0,17.3,Intel
Acer Nitro 5 AN515-52-52CB (NH.Q3XS...,74990,8,0,15.6,Intel
Acer Predator Helios 300 PH315-51-7...,99990,8,0,15.6,Intel
MSI GE75 Raider 9SG-610IN Laptop (C...,189990,16,0,15.6,Intel
Acer Predator Helios 300 PH315-51 ...,119990,16,0,15.6,Intel
HP Pavilion x360 14-ba075tx (2FK62P...,48999,4,0,14.0,Intel
HP Pavilion TouchSmart 14 x360 14-c...,65990,8,0,14.0,Intel
Asus ZenBook 13 UX333FA-A4117T Lapt...,69990,8,512,13.3,Intel
HP Pavilion 15-cc134Tx (3CW27PA) La...,67474,8,0,15.6,Intel
Lenovo Ideapad 330 (81F400PEIN) Lap...,39290,4,0,14.0,Intel
HP Pavilion TouchSmart 14 X360 14-c...,76990,8,0,14.0,Intel
Dell Inspiron 15 5570 (A560502WIN9)...,67496,8,0,15.6,Intel
Acer Swift 3 SF315-51G-57QM (NX.GSJ...,55990,8,0,15.6,Intel
HP 15q-BY004AU (2TZ87PA) Laptop (AM...,25397,4,0,15.6,AMD
Dell Vostro 15 3568 (A553505UIN9) L...,45249,8,0,15.6,Intel
Apple MacBook Air M4 MW1L3HN/A Ultr...,121990,16,256,15.3,Apple
Apple MacBook Air M4 MC6K4HN/A Ultr...,154990,24,512,15.3,Apple
Apple MacBook Air M4 MW1M3HN/A Ultr...,139990,16,512,15.3,Apple
MSI Thin 15 B12UC-2240IN Laptop (Co...,71990,16,512,15.6,Intel
Lenovo IdeaPad Slim 5 16IRL8 (82XF0...,78190,16,512,16.0,Intel
Apple MacBook Pro M4 MX2K3HN/A Ultr...,309990,36,0,14.2,Apple
Apple MacBook Pro M4 MX303HN/A Ultr...,349900,36,0,16.2,Apple
Apple MacBook Pro M4 MX2J3HN/A Ultr...,229990,24,0,14.2,Apple
Acer Chromebook CP713-2W (NX.HTZSI....,105000,8,0,13.5,Intel
MSI Stealth A16 AI Plus A3HVGG-074I...,209990,32,0,16.0,AMD
MSI Cyborg 14 A13UCX-206IN Laptop (...,54990,8,512,14.0,Intel
Asus Zenbook S 14 OLED UX5406SA-PZ3...,152499,32,0,14.0,Intel
HP Pavilion Plus 14-ew0115TU (9J6L6...,72990,16,512,14.0,Intel
HP ZBook Firefly G11 (A92TXPT) Lapt...,80150,16,512,14.0,Intel
HP ZBook Firefly G11 (A92TYPT) Lapt...,90000,16,512,14.0,Intel
HP ZBook Firefly G11 (A92U2PT) Lapt...,105400,16,512,14.0,Intel
Dell Inspiron 14 7440 (OIC744010030...,61378,8,512,14.0,Intel
Dell G15 5535 (OGN553549501RIN) Lap...,79924,16,0,15.6,AMD
Asus ROG Zephyrus G14 GA403UV-QS086...,149990,16,0,14.0,AMD
Lenovo Yoga 7 14IML9 (83DJ00AKIN) L...,85990,16,512,14.0,Intel
Asus ProArt PX13 OLED HN7306WU-LX00...,159990,24,0,13.3,AMD
MSI Modern 15 H C13M-218IN Laptop (...,51990,16,512,15.6,Intel
Thomson Neo IN-N15V2C4SL128 Laptop ...,16990,4,128,15.6,Intel
Lenovo IdeaPad Slim 3 14AMN8 (82XN0...,29990,8,512,14.0,AMD
Thomson Neo IN-PX14C4SL128 Laptop (...,15790,4,128,14.1,Intel
Lenovo ThinkPad E14 Gen 5 (21JKS13J...,94800,16,0,14.0,Intel
MSI Modern 15 B12MO-1007IN Laptop (...,44990,16,512,15.6,Intel
MSI Modern 15 H C13M-217IN Laptop (...,64990,16,0,15.6,Intel
Lenovo IdeaPad Slim 5 16IRL8 (82XF0...,80190,16,0,16.0,Intel
Microsoft Surface 7 (ZHH-00048) Lap...,159990,16,512,15.0,Other
Dell XPS 14 9440 (CXN9440CTO01RIN) ...,202389,16,0,14.5,Intel
Dell XPS 16 9640 (OXN9640130001RIN)...,376627,32,0,16.3,Intel
Infinix Zero Book Ultra AI PC ZL514...,54990,16,512,15.6,Intel
Microsoft Surface Pro 11 (ZHY-00032...,131990,16,512,13.8,Other
Microsoft Surface Pro 11 (ZID-00014...,232990,32,0,13.8,Other
Microsoft Surface Pro 11 (ZIA-00014...,141900,16,512,13.8,Other
Microsoft Surface Pro 11 (ZIB-00031...,180990,16,0,13.8,Other
Microsoft Surface Pro 11 (ZIA-00031...,161990,16,512,13.8,Other
Microsoft Surface 7 (ZGQ-00023) Lap...,202990,32,0,13.8,Other
Microsoft Surface 7 (ZGM-00059) Lap...,126990,16,512,13.8,Other
Infinix Zero Book Ultra AI PC ZL514...,79990,32,0,15.6,Intel
Asus TUF Gaming F15 FX507VU-LP210W ...,91190,16,512,15.6,Intel
Asus VivoBook S15 OLED S5506MA-MA95...,119990,16,0,15.6,Intel
MSI Modern 14 C12MO-1249IN Laptop (...,41711,8,512,14.0,Intel
MSI Modern 14 C12MO-1213IN Laptop (...,31990,8,512,14.0,Intel
Lenovo LOQ 15IAX9 (83GS00CKIN) Lapt...,63490,24,512,15.6,Intel
HP 14-gr1023TU (A4VJ1PA) Laptop (Co...,83990,16,512,14.0,Intel
HP 14-GR1022TU (A4VJ0PA) Laptop (Co...,67990,16,512,14.0,Intel
MSI Thin A15 B7UCX-216IN Laptop (AM...,51990,8,512,15.6,AMD
Asus TUF Gaming A15 FA566NFR-HN045W...,57900,16,512,15.6,AMD
Lenovo IdeaPad Gaming 3 15ARH7 (82S...,76000,16,512,15.6,AMD
Asus VivoBook 15 X1504VAP-NJ541WS L...,49968,16,512,15.6,Intel
HP Victus 15-fa1276TX (9W6U6PA) Lap...,124319,16,512,15.6,Intel
Lenovo IdeaPad Slim 3 15IRU9 (83E60...,51990,16,512,15.6,Intel
Asus Vivobook Go 15 E510KA-EJ011WS ...,26990,8,512,15.6,Intel
Lenovo LOQ 15IAX9I (83FQ000EIN) Lap...,55190,8,512,15.6,Intel
Acer Aspire Lite AL15-41 (UN.31ZSI....,42990,16,0,15.6,AMD
Samsung Galaxy Book 4 360 NP750QGK-...,114990,16,512,15.6,Intel
Lenovo ThinkPad E14 Gen 5 (21JKS1FT...,87990,16,512,14.0,Intel
HP Victus Special Edition (A9NC2PA)...,64990,16,512,15.6,Intel
HP Victus Special Edition (A9NC5PA)...,68990,16,512,15.6,Intel
HP Victus Special Edition (A9NC8PA)...,75990,16,0,15.6,Intel
Lenovo IdeaPad 14IGL7 (82V6009HIN) ...,24620,8,512,14.0,Intel
MSI Cyborg 14 A13UCX-205IN Laptop (...,59990,16,512,14.0,Intel
HP Victus Special Edition (A9NC6PA)...,70990,16,0,15.6,Intel
Lenovo IdeaPad 3 14IAU7 (82RJ00FGIN...,39500,8,512,14.0,Intel
Asus Chromebook CX1400CKA-NK0453 L...,16490,4,0,14.0,Intel
Asus Chromebook CX1500CKA-NJ0395 La...,32990,8,0,15.6,Intel
Asus Chromebook CX1500CKA-NJ0393 La...,32990,4,0,15.6,Intel
HP Victus 15-fb2117AX (A94BWPA) Lap...,92990,16,0,15.6,AMD
HP Victus 15-fb2114AX (A85SGPA) Lap...,84990,16,512,15.6,AMD
Asus VivoBook 16 X1605ZAC-MB741WS L...,60790,16,512,16.0,Intel
HP Pavilion 16-AF0015TU (A00V8PA) L...,64990,16,512,16.0,Intel
Dell Inspiron 15 3530 (OIN353034071...,58290,16,512,15.6,Intel
Dell Vostro 3440 (OVN3440340401RING...,51989,8,512,14.0,Intel
Dell Inspiron 15 3530 (OIN353034011...,53890,8,512,15.6,Intel
Dell Inspiron 15 3530 (OIN353034011...,52390,8,512,15.6,Intel
HP ZBook Firefly G10 (8F6K1PA) Lapt...,135000,16,0,16.0,Intel
HP ZBook Firefly G11 (A1VX4PT) Lapt...,146250,32,0,16.0,Intel
HP ZBook Firefly G11 (A1VX6PT) Lapt...,136000,16,0,16.0,Intel
Dell G15 5530 (GN5530N7HY001ORB1O) ...,76962,16,0,15.6,Intel
Dell Vostro 3520 (VN3520VMN67001SDB...,35990,8,512,15.6,Intel
Dell Alienware m16 R2 (OANM16212850...,196298,16,0,16.0,Intel
Dell Inspiron 15 3530 (IN3530NM1NN0...,36990,8,512,15.6,Intel
Dell Inspiron 15 3530 (OIN353010031...,69190,16,512,15.6,Intel
Lenovo IdeaPad Slim 14IGL7 (82V6009...,25900,8,512,14.0,Intel
Dell Inspiron 14 (OIC7440100101RINU...,94989,16,0,14.0,Intel
Dell Alienware m16 R2 (OANM16212900...,167198,16,0,16.0,Intel
Asus Zenbook 14 OLED UX3405MA-PZ962...,144990,32,0,14.0,Intel
Dell Alienware m16 R2 (OANM16212670...,155399,16,0,16.0,Intel
Dell Alienware m16 R1 (ANM16A0UCFG0...,176323,16,0,16.0,AMD
Asus VivoBook 15 X1502ZA-EJ545WS La...,51990,16,512,15.6,Intel
HP Pavilion Plus 14-ew1082TU (A3WE3...,82999,16,512,14.0,Intel
HP Omen 16-xd0015AX (9X649PA) Lapto...,95990,16,0,16.1,AMD
Asus VivoBook S15 OLED S5504VA-MA55...,74890,16,0,15.6,Intel
Lenovo IdeaPad Slim 3 (83EM008GIN) ...,64990,16,512,15.0,Intel
HP 15-fc0156AU (9D3N4PA) Laptop (AM...,41700,16,512,15.6,AMD
MSI Cyborg 14 A13UDX-207IN Laptop (...,77211,8,512,14.0,Intel
MSI Cyborg 14 A13UCX-204IN Laptop (...,67990,16,512,14.0,Intel
HP 15-fd0220TU (9D3N0PA) Laptop (Co...,51490,8,512,15.6,Intel
HP 15-fc0155AU (9D3M9PA) Laptop (AM...,36990,8,512,15.6,AMD
Dell Inspiron 14 5430 (IN5430FR0KC0...,44999,8,512,14.0,Intel
Acer Aspire 3 A324-51 (UN.343SI.001...,43000,8,512,14.0,Intel
Acer Aspire 3 A324-51 (UN.343SI.006...,41000,8,256,14.0,Intel
Infinix GTBook GL613 Laptop (Core ...,53990,16,512,16.0,Intel
Infinix GTBook GL613 Laptop (Core i...,109990,32,0,16.0,Intel
Infinix GTBook GL613 Laptop (Core i...,69990,16,512,16.0,Intel
Lenovo IdeaPad Slim 15AMN7 Gen 7 (8...,33990,8,512,15.6,AMD
MSI Modern 15 B12MO-612IN Laptop (C...,34990,16,512,15.6,Intel
Dell Vostro 3510 (ICC-D585061WIN8) ...,30999,8,512,15.6,Intel
Dell Vostro 15 3530 (VN3530F19VF001...,36990,8,512,15.6,Intel
Acer ALG AL15G-52 (UN.34CSI.002) La...,53999,16,512,15.6,Intel
Asus Vivobook Go 15 E510MA-EJ021WS ...,26990,8,512,15.6,Intel
Dell Inspiron 3525 (IN3525NV1XWS02O...,39990,8,512,15.6,AMD
HP 15-fd0186TU (91Q92PA) Laptop (Co...,36740,8,512,15.6,Intel
HP Victus 15-fa1227TX (A1QV2PA) Lap...,61990,16,512,15.6,Intel
HP Victus 15-fa1226TX (A03H2PA) Lap...,57990,8,512,15.6,Intel
Samsung Galaxy Book 4 NP750XGJ-KG3I...,67199,16,512,15.6,Intel
MSI Modern 15 B12MO-818IN Laptop (C...,38990,8,512,15.6,Intel
Lenovo LOQ 15IAX9 (83GS008VIN) Lapt...,59899,12,512,15.6,Intel
Dell Vostro 3510 (ICC-D585041WIN8) ...,41990,8,0,15.6,Intel
HP 250 G9 (8Y2Y9PA) Laptop (Intel C...,22390,8,256,15.6,Intel
Lenovo ThinkBook 16 Gen 6 (21KHA0J5...,73800,8,512,16.0,Intel
Lenovo ThinkBook 16 Gen 6 (21KKA07R...,47490,16,512,16.0,AMD
Samsung Galaxy Book 4 NP750XGK-KG3I...,72999,16,512,15.6,Intel
Samsung Galaxy Book 4 NP750XGK-KG1I...,63990,8,512,15.6,Intel
Samsung Galaxy Book 4 NP750XGK-KG2I...,58999,16,512,15.6,Intel
Dell G15-5530 (GN553064GRM001ORB1) ...,80660,8,512,15.6,Intel
MSI Modern 14 H D13MG-072IN Laptop ...,59990,16,0,14.0,Intel
MSI Modern 14 H D13MG-071IN Laptop ...,69550,16,0,14.0,Intel
HP OMEN Transcend 14-fb0089TX (9U86...,125990,16,0,14.0,Intel
Apple MacBook Air M3 MRYQ3HN/A Ultr...,144900,8,512,15.3,Apple
Apple MacBook Air M3 MRXU3HN/A Ultr...,125990,8,512,13.6,Apple
Apple MacBook Air M3 MRXR3HN/A Ultr...,134900,8,512,13.6,Apple
Apple MacBook Air M3 MRXV3HN/A Ultr...,104990,8,256,13.6,Apple
Apple MacBook Air M3 MRXN3HN/A Ultr...,114900,8,256,13.6,Apple
Apple MacBook Air M3 MRYV3HN/A Ultr...,139990,8,512,15.3,Apple
Apple MacBook Air M3 MRXQ3HN/A Ultr...,114900,8,256,13.6,Apple
Apple MacBook Air M3 MRXT3HN/A Ultr...,95600,8,256,13.6,Apple
Apple MacBook Air M3 MRXP3HN/A Ultr...,113900,8,512,13.6,Apple
Apple MacBook Air M3 MRYM3HN/A Ultr...,139990,8,256,15.3,Apple
Apple MacBook Air M3 MRYT3HN/A Ultr...,139990,8,512,15.3,Apple
Apple MacBook Air M3 MRYN3HN/A Ultr...,144990,8,512,15.3,Apple
Apple MacBook Air M3 MRYP3HN/A Ultr...,139990,8,256,15.3,Apple
Apple MacBook Air M3 MRXW3HN/A Ultr...,126890,8,512,13.6,Apple
Acer Aspire Lite AL15-52 (UN.431SI....,42670,8,512,15.6,Intel
Samsung Galaxy Book 4 360 NP750QGK-...,122990,16,512,15.6,Intel
Lenovo IdeaPad Slim 3 14M868 (82XJ0...,16990,8,0,14.0,Other
Lenovo ThinkBook 15 G5 (21JFA02KIN)...,32999,16,512,15.6,AMD
Lenovo ThinkBook 15 Gen 5 (21JFA02N...,47810,16,512,15.6,AMD
HP Victus 15-fa1128TX (8U1H6PA) Lap...,67900,16,512,15.6,Intel
HP Pavilion Plus 14-ew0116TU (9U100...,68990,16,512,14.0,Intel
HP Victus 15-fb0137AX (87B83PA) Lap...,64990,16,512,15.6,AMD
HP 15s-fy5004TU (8K8J2PA) Laptop (C...,38980,16,512,15.6,Intel
HP 15s-fy5002TU (6P132PA) Laptop (C...,47000,8,512,15.6,Intel
